Timestamp,ID,Language,AtLeastOneOpenResponse,RolesIncludeDeveloper,YearsOfExperience,YearsOfWorkFromHomeExperience,Fulltime,Coinhabitants,Children,Age,Gender,Education,OrganizationSize,Disabilities,COVIDStatus,Isolation,FR1,FR2,FR3,FR4,FR5,FR6,FR7,FR8,FR9,DP1,DP2,DP3,DP4,DP5,Erg1,Erg2,Erg3,Erg4,Erg5,Erg6,OS1,OS2,OS3,OS4,OS5,OS6,OS7,OS8,OS9,OS10,OS11,OS13,OS12,OS14,OS15,OS16,OS17,OS18,OS19,OS20,OS21,OS22,WHO5B1,WHO5B2,WHO5B3,WHO5B4,WHO5B5,HPQB1,HPQB2,HPQB3,HPQB4,HPQB5,HPQB6,HPQB7,HPQB8,WHO5S1,WHO5S2,WHO5S3,WHO5S4,WHO5S5,HPQS1,HPQS2,HPQS3,HPQS4,HPQS5,HPQS6,HPQS7,HPQS8,PerformanceOthers,PerB1item,PerS1item
52:04.4,199,Thai,0,Technical Director,15,2,1,6,2,5,Male,2,4,0,0,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ใช่,ใช่,ใช่,อาจจะ/ไม่แน่ใจ,ไม่ใช่,,อาจจะ/ไม่แน่ใจ,อาจจะ/ไม่แน่ใจ,อาจจะ/ไม่แน่ใจ,เห็นด้วยพอสมควร,ไม่เห็นด้วย,ไม่เห็นด้วย,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วย,เห็นด้วยอย่างยิ่ง,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",,,,,,มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,มากกว่าครึ่ง,บ่อย,ไม่บ่อย,บางครั้ง,บางครั้ง,,บางครั้ง,บางครั้ง,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,บ่อย,ไม่เคย,บางครั้ง,บางครั้ง,,บางครั้ง,บ่อย,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,7,8,8
58:25.1,200,Thai,0,"Quality Assurance Specialist, Software Testers",2,2,1,2,0,2,Female,2,3,0,1,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),อาจจะ/ไม่แน่ใจ,ใช่,ใช่,อาจจะ/ไม่แน่ใจ,อาจจะ/ไม่แน่ใจ,,ใช่,อาจจะ/ไม่แน่ใจ,ใช่,เห็นด้วยพอสมควร,เห็นด้วยเล็กน้อย,เห็นด้วยเล็กน้อย,เห็นด้วยเล็กน้อย,เห็นด้วยเล็กน้อย,เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วยพอสมควร,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,บ่อย,บ่อย,บางครั้ง,บางครั้ง,,บางครั้ง,ตลอดเวลา,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,บางครั้ง,น้อยกว่าครึ่ง,บางครั้ง,เป็นส่วนใหญ่,มากกว่าครึ่ง,บ่อย,บ่อย,ไม่เคย,บางครั้ง,,บางครั้ง,ตลอดเวลา,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,7,7,7
02:26.2,201,Thai,0,Product or Project Manager,15,0.5,1,1,0,5,Male,3,2,0,0,ข้าพเจ้าออกจากบ้านสม่ำเสมอเพื่อไปทำงานหรือผ่อนคลาย แต่ข้าพเจ้ารักษาระยะห่างกับผู้อื่น,ไม่ใช่,ไม่ใช่,อาจจะ/ไม่แน่ใจ,ไม่ใช่,ไม่ใช่,,ไม่ใช่,ใช่,ใช่,เห็นด้วยอย่างยิ่ง,ไม่เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วยอย่างยิ่ง,เห็นด้วยเล็กน้อย,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วย,เห็นด้วยอย่างยิ่ง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,,ไม่เคย,ไม่เคย,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,ตลอดเวลา,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,,ไม่เคย,ไม่เคย,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,8,8,9
56:01.1,202,Thai,0,IT and Digital Financial Controller,2,2,1,5,0,8,Male,3,4,0,0,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),อาจจะ/ไม่แน่ใจ,ไม่ใช่,ไม่ใช่,อาจจะ/ไม่แน่ใจ,อาจจะ/ไม่แน่ใจ,,ใช่,อาจจะ/ไม่แน่ใจ,ใช่,เห็นด้วยพอสมควร,เห็นด้วยเล็กน้อย,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,เห็นด้วยเล็กน้อย,เห็นด้วยพอสมควร,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,มากกว่าครึ่ง,เป็นส่วนใหญ่,มากกว่าครึ่ง,มากกว่าครึ่ง,เป็นส่วนใหญ่,บางครั้ง,บางครั้ง,ไม่บ่อย,ไม่บ่อย,,ไม่บ่อย,ไม่เคย,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,เป็นส่วนใหญ่,เป็นส่วนใหญ่,มากกว่าครึ่ง,เป็นส่วนใหญ่,เป็นส่วนใหญ่,บางครั้ง,บางครั้ง,ไม่บ่อย,ไม่บ่อย,,ไม่บ่อย,บางครั้ง,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,8,8,7
08:48.1,203,Thai,0,Software Developer,8,0.5,1,2,0,4,Female,2,2,0,0,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ใช่,ใช่,ใช่,อาจจะ/ไม่แน่ใจ,ใช่,,อาจจะ/ไม่แน่ใจ,อาจจะ/ไม่แน่ใจ,ใช่,เห็นด้วยอย่างยิ่ง,ไม่เห็นด้วย,เห็นด้วยเล็กน้อย,เห็นด้วยอย่างยิ่ง,ไม่เห็นด้วย,เห็นด้วย,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,,,,,,,,,ข้อความนี้จริง,,,ข้อความนี้จริง,,,,,,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,,,เป็นส่วนใหญ่,เป็นส่วนใหญ่,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,9,10,9
28:40.4,204,Thai,0,Software Product Manager,15,0.5,1,5,0,8,Male,3,4,0,"3, 2",ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ใช่,ไม่ใช่,ไม่ใช่,อาจจะ/ไม่แน่ใจ,ไม่ใช่,,ไม่ใช่,ใช่,ใช่,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยพอสมควร,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วย,เห็นด้วยอย่างยิ่ง,ข้อความนี้จริง,,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,,ข้อความนี้จริง,,,,,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,บ่อย,บางครั้ง,บางครั้ง,บางครั้ง,,บางครั้ง,บางครั้ง,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,บ่อย,บางครั้ง,บางครั้ง,บางครั้ง,,บางครั้ง,บางครั้ง,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,8,7,8
40:50.1,205,Thai,0,Software Developer,8,0.5,1,2,0,4,Male,2,4,0,2,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ใช่,ใช่,ใช่,อาจจะ/ไม่แน่ใจ,ใช่,,ไม่ใช่,ใช่,ใช่,เห็นด้วยอย่างยิ่ง,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,บางครั้ง,บางครั้ง,บางครั้ง,บางครั้ง,,บางครั้ง,บางครั้ง,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,บางครั้ง,บางครั้ง,บางครั้ง,บางครั้ง,,บางครั้ง,บางครั้ง,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,8,8,9
50:49.8,206,Thai,0,Software Developer,8,2,1,4,0,4,Male,3,3,0,0,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ไม่ใช่,อาจจะ/ไม่แน่ใจ,อาจจะ/ไม่แน่ใจ,ไม่ใช่,ไม่ใช่,,ไม่ใช่,ไม่ใช่,ใช่,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยอย่างยิ่ง,เห็นด้วยพอสมควร,เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วย,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",,,,,,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มากกว่าครึ่ง,น้อยกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่เคย,บางครั้ง,,บางครั้ง,ไม่เคย,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,บางครั้ง,น้อยกว่าครึ่ง,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่บ่อย,ไม่บ่อย,,บางครั้ง,ไม่เคย,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,5,9,9
25:22.1,207,Thai,0,Product or Project Manager,8,0.5,1,1,0,4,Female,2,2,0,0,ข้าพเจ้าออกจากบ้านสม่ำเสมอเพื่อไปทำงานหรือผ่อนคลาย แต่ข้าพเจ้ารักษาระยะห่างกับผู้อื่น,อาจจะ/ไม่แน่ใจ,ไม่ใช่,ไม่ใช่,ไม่ใช่,ใช่,,ไม่ใช่,ใช่,ใช่,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,เห็นด้วยเล็กน้อย,เห็นด้วยพอสมควร,ไม่เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,,,ข้อความนี้จริง,,ข้อความนี้จริง,,,ข้อความนี้จริง,,ข้อความนี้จริง,,,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,มากกว่าครึ่ง,มากกว่าครึ่ง,บางครั้ง,บางครั้ง,ไม่บ่อย,ไม่บ่อย,,ไม่บ่อย,ไม่เคย,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,มากกว่าครึ่ง,น้อยกว่าครึ่ง,น้อยกว่าครึ่ง,มากกว่าครึ่ง,น้อยกว่าครึ่ง,บางครั้ง,บางครั้ง,ไม่บ่อย,ไม่บ่อย,,ไม่บ่อย,ไม่เคย,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,7,8,7
44:18.4,209,Thai,0,Analyst,8,0.5,1,5,2,5,Male,2,2,0,0,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,,อาจจะ/ไม่แน่ใจ,ใช่,ใช่,เห็นด้วยพอสมควร,เห็นด้วยเล็กน้อย,เห็นด้วยอย่างยิ่ง,เห็นด้วยพอสมควร,เห็นด้วยอย่างยิ่ง,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วย,เห็นด้วยอย่างยิ่ง,เห็นด้วย,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,ข้อความนี้จริง,ข้อความนี้จริง,ข้อความนี้จริง,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มากกว่าครึ่ง,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,ตลอดเวลา,ตลอดเวลา,บางครั้ง,ไม่บ่อย,,ไม่บ่อย,ไม่บ่อย,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,เป็นส่วนใหญ่,บางครั้ง,บางครั้ง,บางครั้ง,บางครั้ง,,บางครั้ง,บางครั้ง,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,8,7,7
14:07.0,210,Thai,0,CTO,8,2,1,4,1,5,Male,3,2,0,0,ข้าพเจ้าจะออกจากบ้านเพื่อไปทำกิจกรรมที่สำคัญเท่านั้น (เช่น ซื้ออาหาร พบแพทย์/รับการรักษา ออกกำลังกาย),ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,ไม่ใช่,,ไม่ใช่,ใช่,ใช่,เห็นด้วยพอสมควร,เห็นด้วยพอสมควร,ไม่เห็นด้วย,เห็นด้วยเล็กน้อย,เห็นด้วยพอสมควร,ไม่เห็นด้วย,เห็นด้วยพอสมควร,เห็นด้วย,เห็นด้วย,ค่อนข้างไม่เห็นด้วย,เห็นด้วยพอสมควร,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์","ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",,มีประโยชน์หรือน่าจะมีประโยชน์,,,มีประโยชน์หรือน่าจะมีประโยชน์,,,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,"ข้อความนี้จริง, มีประโยชน์หรือน่าจะมีประโยชน์",มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,มีประโยชน์หรือน่าจะมีประโยชน์,เป็นส่วนใหญ่,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,,ไม่ทราบ/ไม่แน่ใจ,ไม่เคย,ท่านมีประสิทธิภาพเท่าๆ กับค่าเฉลี่ยของคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่าน,มากกว่าครึ่ง,น้อยกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,มากกว่าครึ่ง,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,ไม่ทราบ/ไม่แน่ใจ,,ไม่เคย,ไม่เคย,ท่านมีประสิทธิภาพดีกว่าคนส่วนใหญ่ที่ทำงานคล้ายๆ กันกับท่านเล็กน้อย,7,7,7
